Sigla;Código;Município;Anos de estudo - média - pessoas 25 anos e mais (1970);Anos de estudo - média - pessoas 25 anos e mais (1970);Anos de estudo - média - pessoas 25 anos e mais (1980);Anos de estudo - média - pessoas 25 anos e mais (1980);Anos de estudo - média - pessoas 25 anos e mais (1991);Anos de estudo - média - pessoas 25 anos e mais (1991);Anos de estudo - média - pessoas 25 anos e mais (2000);Anos de estudo - média - pessoas 25 anos e mais (2000)
MG;3110400;Camacho;0.6;;1.7;;2.2;2.304;;3.471
MG;3110509;Camanducaia;1.1;;1.9;;3.2;3.197;;4.26
MG;3110608;Cambuí;1.7;;2.5;;3.9;4.196;;5.245
MG;3110707;Cambuquira;2.2;;3.2;;4.2;4.221;;5.077
MG;3110806;Campanário;0.8;;1.2;;2.1;2.781;;4.182
MG;3110905;Campanha;3.1;;4;;5.2;5.166;;5.526
MG;3111002;Campestre;1.7;;3;;3.8;3.771;;4.542
MG;3111101;Campina Verde;1.9;;2.6;;3.8;3.828;;4.629
MG;3111150;Campo Azul;;;;;;2.094;;2.85
MG;3111200;Campo Belo;2.1;;3.1;;4.3;4.265;;5.239
MG;3111309;Campo do Meio;1.8;;2.4;;3.7;3.742;;4.371
MG;3111408;Campo Florido;2.1;;2.5;;4.4;4.152;;4.691
MG;3111507;Campos Altos;2.2;;3.1;;3.8;3.792;;4.721
MG;3111606;Campos Gerais;2.3;;2.6;;3.7;3.667;;4.26
MG;3111705;Canaã;1.6;;2.1;;2.7;2.693;;3.615
MG;3111804;Canápolis;1.4;;2.4;;3.8;3.808;;4.349
MG;3111903;Cana Verde;1.5;;2.2;;3;2.997;;3.96
MG;3112000;Candeias;1.1;;1.7;;2.8;2.796;;3.825
MG;3112059;Cantagalo;;;;;;2.113;;3.151
MG;3112109;Caparaó;1.3;;1.7;;3.2;3.096;;3.502
MG;3112208;Capela Nova;1.6;;2.6;;3.5;3.301;;4.051
MG;3112307;Capelinha;0.6;;1.4;;2.5;2.589;;3.415
MG;3112406;Capetinga;1.7;;2.5;;3.3;3.373;;4.292
MG;3112505;Capim Branco;2.1;;3.1;;3.9;4.008;;4.923
MG;3112604;Capinópolis;1.6;;2.6;;3.5;3.503;;4.649
MG;3112653;Capitão Andrade;;;;;;2.267;;3.111
MG;3112703;Capitão Enéas;0.9;;1.3;;2.8;2.755;;3.723
MG;3112802;Capitólio;1.6;;2.7;;4.1;4.095;;4.914
MG;3112901;Caputira;1.4;;2.1;;2.7;2.778;;3.565
MG;3113008;Caraí;0.4;;0.8;;1.4;1.427;;2.403
MG;3113107;Caranaíba;1.2;;1.9;;3.1;2.996;;3.81
MG;3113206;Carandaí;2.1;;2.9;;3.8;3.79;;4.839
MG;3113305;Carangola;2.4;;3.1;;4.2;4.678;;5.58
MG;3113404;Caratinga;1.5;;2.3;;3.5;4.157;;5.229
MG;3113503;Carbonita;0.5;;1.3;;1.9;1.998;;3.057
MG;3113602;Careaçu;1.8;;2.9;;3.9;3.862;;4.742
MG;3113701;Carlos Chagas;0.8;;1.5;;2.5;2.515;;3.536
MG;3113800;Carmésia;1.8;;1.5;;2.8;2.783;;3.595
MG;3113909;Carmo da Cachoeira;1.1;;2.3;;3.7;3.638;;4.59
MG;3114006;Carmo da Mata;2.2;;3.2;;4.1;4.053;;4.935
MG;3114105;Carmo de Minas;2.2;;2.8;;3.9;3.807;;4.623
MG;3114204;Carmo do Cajuru;1.5;;2.8;;4;3.999;;5.207
MG;3114303;Carmo do Paranaíba;1.9;;3.1;;4.3;4.289;;5.095
MG;3114402;Carmo do Rio Claro;1.8;;3;;4;3.976;;5.431
MG;3114501;Carmópolis de Minas;1.9;;2.6;;3.6;3.613;;4.567
MG;3114550;Carneirinho;;;;;;2.807;;4.082
MG;3114600;Carrancas;2;;3;;4.1;4.017;;4.993
MG;3114709;Carvalhópolis;1.6;;2.5;;3.5;3.655;;4.866
MG;3114808;Carvalhos;1.4;;2.3;;2.9;2.96;;3.774
MG;3114907;Casa Grande;1.6;;2.6;;3.3;3.206;;4.192
MG;3115003;Cascalho Rico;1.7;;2.3;;3.8;3.556;;4.868
MG;3115102;Cássia;2;;2.8;;4.1;4.104;;4.741
MG;3115201;Conceição da Barra de Minas;1.6;;2.4;;3.4;3.48;;4.349
MG;3115300;Cataguases;2.7;;3.7;;5.1;5.079;;6.01
MG;3115359;Catas Altas;;;;;;3.325;;4.512
MG;3115409;Catas Altas da Noruega;1.3;;1.8;;2.6;2.536;;3.284
MG;3115458;Catuji;;;;;;1.491;;2.592
MG;3115474;Catuti;;;;;;1.265;;2.256
MG;3115508;Caxambu;3.5;;4.5;;5.1;5.172;;6.494
MG;3115607;Cedro do Abaeté;1.4;;2.2;;2.9;3.058;;3.925
MG;3115706;Central de Minas;0.4;;1.6;;2.8;2.8;;3.52
MG;3115805;Centralina;1.7;;2.6;;3.6;3.658;;4.631
MG;3115904;Chácara;1.7;;2.1;;3;3.318;;4.222
MG;3116001;Chalé;1.1;;1.7;;3.1;3.137;;4.088
MG;3116100;Chapada do Norte;0.4;;0.8;;1.3;1.254;;2.171
MG;3116159;Chapada Gaúcha;;;;;;1.593;;3.175
MG;3116209;Chiador;1.6;;1.9;;3.5;3.132;;4.128
MG;3116308;Cipotânea;1.4;;2.1;;2.6;2.55;;3.272
MG;3116407;Claraval;1.4;;2.1;;3.5;3.419;;3.834
MG;3116506;Claro dos Poções;0.9;;1.4;;2.5;2.63;;3.893
MG;3116605;Cláudio;2.2;;3;;4.2;4.216;;5.159
MG;3116704;Coimbra;2;;2.5;;3.5;3.58;;4.693
MG;3116803;Coluna;0.6;;1.3;;2.2;2.197;;3.016
MG;3116902;Comendador Gomes;1.6;;2.6;;3.8;3.658;;4.68
MG;3117009;Comercinho;0.5;;1.1;;1.7;1.716;;2.515
MG;3117108;Conceição da Aparecida;1.7;;2.7;;3.8;3.725;;4.34
MG;3117207;Conceição das Pedras;1.2;;2.3;;3.1;3.115;;4.185
MG;3117306;Conceição das Alagoas;1.6;;2.7;;3.9;3.892;;4.823
MG;3117405;Conceição de Ipanema;1.1;;1.7;;2.4;2.394;;3.371
MG;3117504;Conceição do Mato Dentro;1.5;;1.8;;2.6;2.596;;3.206
MG;3117603;Conceição do Pará;1.6;;2.2;;3.5;3.56;;4.426
MG;3117702;Conceição do Rio Verde;2;;2.7;;3.8;3.754;;4.705
MG;3117801;Conceição dos Ouros;1.7;;2.6;;3.7;3.802;;4.765
MG;3117836;Cônego Marinho;;;;;;1.928;;2.722
MG;3117876;Confins;;;;;;3.919;;5.467
MG;3117900;Congonhal;1.2;;2.7;;3.7;3.59;;4.563
MG;3118007;Congonhas;2.4;;3.7;;5;4.954;;5.92
MG;3118106;Congonhas do Norte;1.1;;1.2;;2;2.014;;2.965
MG;3118205;Conquista;1.7;;2.8;;3.9;3.98;;4.896
MG;3118304;Conselheiro Lafaiete;3.3;;4.4;;5.5;5.51;;6.393
MG;3118403;Conselheiro Pena;1.5;;1.9;;3.1;3.302;;4.289
MG;3118502;Consolação;1.6;;2;;3.2;3.107;;3.64
MG;3118601;Contagem;3;;3.9;;5.5;5.455;;6.486
MG;3118700;Coqueiral;1.6;;2.5;;3.7;3.757;;4.55
MG;3118809;Coração de Jesus;0.9;;1.4;;2.4;2.539;;3.561
MG;3118908;Cordisburgo;1.8;;2.7;;3.7;3.647;;4.552
MG;3119005;Cordislândia;1.7;;2.7;;3.9;3.626;;4.441
MG;3119104;Corinto;2.2;;3.1;;4.4;4.405;;5.162
MG;3119203;Coroaci;1;;1.8;;2.6;2.595;;3.727
MG;3119302;Coromandel;1.7;;2.9;;4.2;4.167;;5.334
MG;3119401;Coronel Fabriciano;2.7;;3.8;;5.1;5.104;;6.029
MG;3119500;Coronel Murta;0.9;;1.4;;2.4;2.441;;3.628
MG;3119609;Coronel Pacheco;1.6;;2.3;;3.5;3.403;;4.478
MG;3119708;Coronel Xavier Chaves;2.2;;2.6;;3.5;3.569;;4.417
MG;3119807;Córrego Danta;1.6;;2.6;;3.8;3.659;;4.721
MG;3119906;Córrego do Bom Jesus;1.7;;2;;2.9;3.088;;4.225
MG;3119955;Córrego Fundo;;;;;;3.039;;4.119
MG;3120003;Córrego Novo;0.8;;1.6;;2.4;2.463;;3.289
MG;3120102;Couto de Magalhães de Minas;1.1;;2;;2.9;3.077;;4.276
MG;3120151;Crisólita;;;;;;1.311;;2.221
MG;3120201;Cristais;1.6;;2.3;;3.3;3.29;;4.027
MG;3120300;Cristália;0.4;;0.7;;1.5;1.643;;2.73
MG;3120409;Cristiano Otoni;1.6;;2.8;;3.5;3.599;;4.862
MG;3120508;Cristina;2.1;;2.5;;3.7;3.675;;4.483
MG;3120607;Crucilândia;1.4;;2.1;;2.7;2.791;;3.561
MG;3120706;Cruzeiro da Fortaleza;1.5;;2.5;;3.6;3.687;;5.166
MG;3120805;Cruzília;1.9;;2.8;;3.9;3.972;;4.633
MG;3120839;Cuparaque;;;;;;2.312;;3.403
MG;3120870;Curral de Dentro;;;;;;1.61;;2.438
MG;3120904;Curvelo;2.4;;3.5;;4.5;4.493;;5.415
MG;3121001;Datas;1.5;;1.3;;3;2.971;;4.107
MG;3121100;Delfim Moreira;1.7;;2.4;;3.3;3.262;;4.234
MG;3121209;Delfinópolis;1.2;;2.3;;3.1;3.194;;4.155
MG;3121258;Delta;;;;;;3.224;;4.363
MG;3121308;Descoberto;1.4;;2.2;;3;3.282;;4.231
MG;3121407;Desterro de Entre Rios;1.4;;2.2;;2.5;2.58;;3.332
MG;3121506;Desterro do Melo;1.2;;1.5;;2.7;2.575;;3.096
MG;3121605;Diamantina;2.5;;3.2;;4.4;4.443;;5.712
MG;3121704;Diogo de Vasconcelos;1.1;;1.5;;2.1;2.138;;2.719
MG;3121803;Dionísio;1.7;;2;;3.3;3.299;;4.418
MG;3121902;Divinésia;1.5;;2.2;;3.1;3.109;;4.376
MG;3122009;Divino;1.5;;2;;2.9;3.084;;3.792
MG;3122108;Divino das Laranjeiras;0.6;;1.6;;2.8;2.802;;3.803
MG;3122207;Divinolândia de Minas;1.5;;2.3;;2.7;2.727;;3.744
MG;3122306;Divinópolis;2.8;;4.2;;5.5;5.549;;6.62
MG;3122355;Divisa Alegre;;;;;;1.793;;3.01
MG;3122405;Divisa Nova;1.7;;2.5;;3.1;3.204;;3.915
MG;3122454;Divisópolis;;;;;;1.21;;2.459
MG;3122470;Dom Bosco;;;;;;2.668;;3.723
MG;3122504;Dom Cavati;1.7;;2.5;;3.6;3.674;;4.608
MG;3122603;Dom Joaquim;1.3;;1.9;;2.5;2.516;;3.301
MG;3122702;Dom Silvério;1.9;;2.7;;3.7;4.082;;4.689
MG;3122801;Dom Viçoso;1.5;;1.9;;2.8;2.961;;3.961
MG;3122900;Dona Eusébia;1.9;;2.9;;4.1;4.074;;4.742
MG;3123007;Dores de Campos;2.5;;3;;4.1;4.16;;5.134
MG;3123106;Dores de Guanhães;1;;1.3;;2.2;2.159;;3.272
MG;3123205;Dores do Indaiá;2.6;;3;;4.4;4.412;;5.366
MG;3123304;Dores do Turvo;1.3;;2;;2.9;2.818;;3.687
MG;3123403;Doresópolis;1.9;;2.7;;4.2;3.746;;4.566
MG;3123502;Douradoquara;1.5;;2.3;;3.1;3.394;;4.455
MG;3123528;Durandé;;;;;;2.703;;3.537
MG;3123601;Elói Mendes;2;;2.8;;4;4.02;;5.004
MG;3123700;Engenheiro Caldas;1.2;;1.7;;2.8;2.832;;3.625
MG;3123809;Engenheiro Navarro;0.7;;1;;2.6;2.607;;3.15
MG;3123858;Entre Folhas;;;;;;2.719;;3.722
MG;3123908;Entre Rios de Minas;1.9;;3.1;;3.6;3.61;;4.614
MG;3124005;Ervália;1.4;;1.9;;2.9;2.916;;3.587
MG;3124104;Esmeraldas;2.1;;2.7;;3.4;3.424;;4.391
MG;3124203;Espera Feliz;1.7;;2.4;;3;3.048;;3.805
MG;3124302;Espinosa;0.5;;1;;2.2;2.413;;3.127
MG;3124401;Espírito Santo do Dourado;1.7;;1.9;;3.2;3.054;;3.929
MG;3124500;Estiva;1.5;;2;;3.2;3.226;;3.948
MG;3124609;Estrela Dalva;1.4;;2.4;;2.8;2.927;;4.204
MG;3124708;Estrela do Indaiá;2;;2.7;;3.9;3.714;;4.34
MG;3124807;Estrela do Sul;1.7;;2.7;;3.8;3.806;;4.518
MG;3124906;Eugenópolis;1.4;;2.5;;3.3;3.286;;4.383
MG;3125002;Ewbank da Câmara;1.6;;2.3;;3.3;3.486;;4.595
MG;3125101;Extrema;1.3;;2.6;;3.7;3.732;;5.162
MG;3125200;Fama;2;;2.4;;4.5;4.311;;5.018
MG;3125309;Faria Lemos;2.1;;2.6;;3.4;3.256;;4.47
MG;3125408;Felício dos Santos;0.8;;1.1;;2;2.028;;3.201
MG;3125507;São Gonçalo do Rio Preto;1.3;;1.9;;2.5;2.64;;3.788
MG;3125606;Felisburgo;1;;1.6;;2.2;2.162;;2.872
MG;3125705;Felixlândia;1.7;;2.9;;3.6;3.568;;4.583
MG;3125804;Fernandes Tourinho;0.6;;1.4;;2.4;2.39;;3.304
MG;3125903;Ferros;1.6;;1.6;;2.5;2.448;;3.101
MG;3125952;Fervedouro;;;;;;2.069;;3.186
MG;3126000;Florestal;2.2;;3.4;;4;4.128;;5.54
MG;3126109;Formiga;2.2;;3.2;;4.6;4.733;;5.726
MG;3126208;Formoso;0.4;;1.3;;2.5;2.31;;3.033
MG;3126307;Fortaleza de Minas;1.5;;2;;3.3;3.32;;4.424
MG;3126406;Fortuna de Minas;2;;3;;3.2;3.435;;4.376
MG;3126505;Francisco Badaró;0.4;;0.8;;1.5;1.54;;2.657
MG;3126604;Francisco Dumont;1.5;;1.6;;2.2;2.379;;3.161
MG;3126703;Francisco Sá;0.8;;1.4;;2.6;2.565;;3.52
MG;3126752;Franciscópolis;;;;;;1.314;;2.272
MG;3126802;Frei Gaspar;0.5;;0.8;;1.4;1.449;;2.446
MG;3126901;Frei Inocêncio;1;;1.7;;3.1;3.102;;4.138
MG;3126950;Frei Lagonegro;;;;;;1.503;;2.329
MG;3127008;Fronteira;2;;3.5;;4.5;4.459;;5.335
MG;3127057;Fronteira dos Vales;0.2;;0.9;;1.4;1.459;;2.304
MG;3127073;Fruta de Leite;;;;;;0.658;;1.376
MG;3127107;Frutal;2.1;;3.2;;4.6;4.585;;5.42
MG;3127206;Funilândia;2.3;;2.2;;3.3;3.132;;4.274
MG;3127305;Galiléia;0.9;;1.4;;2.5;2.781;;3.814
MG;3127339;Gameleiras;;;;;;1.416;;2.174
MG;3127354;Glaucilândia;;;;;;2.48;;3.731
MG;3127370;Goiabeira;;;;;;2.224;;3.242
MG;3127388;Goianá;;;;;;3.452;;4.839
MG;3127404;Gonçalves;1.1;;1.9;;2.9;2.915;;3.975
MG;3127503;Gonzaga;0.6;;1.3;;2.1;2.112;;2.901
MG;3127602;Gouveia;1.9;;2.3;;4;3.953;;4.538
MG;3127701;Governador Valadares;2.3;;3.6;;5;4.967;;6.08
MG;3127800;Grão Mogol;0.5;;0.9;;1.6;1.939;;2.856
MG;3127909;Grupiara;1.8;;2.3;;4.2;3.9;;5.276
MG;3128006;Guanhães;1.6;;2.5;;3.7;3.695;;4.366
MG;3128105;Guapé;1.5;;2.5;;3.5;3.532;;4.489
MG;3128204;Guaraciaba;1;;1.4;;2.3;2.345;;3.126
MG;3128253;Guaraciama;;;;;;2.146;;3.264
MG;3128303;Guaranésia;2;;2.6;;3.7;3.717;;4.809
MG;3128402;Guarani;2.2;;3.2;;3.9;3.91;;4.999
MG;3128501;Guarará;1.9;;2.5;;3.9;3.833;;4.736
MG;3128600;Guarda-Mor;1.1;;2.1;;3.6;3.607;;4.504
MG;3128709;Guaxupé;2.9;;3.8;;5.1;5.141;;5.952
MG;3128808;Guidoval;1.5;;2.4;;3.4;3.338;;4.305
MG;3128907;Guimarânia;1.7;;3;;4.5;4.267;;4.943
MG;3129004;Guiricema;1.4;;1.9;;3.2;3.196;;3.977
MG;3129103;Gurinhatã;1.2;;2;;3.4;3.365;;4.39
MG;3129202;Heliodora;1.6;;2.3;;3.4;3.433;;4.367
MG;3129301;Iapu;0.8;;1.4;;2.4;2.615;;3.741
MG;3129400;Ibertioga;1.5;;2;;2.6;2.758;;4.079
MG;3129509;Ibiá;2.3;;3.3;;4.5;4.502;;5.37
MG;3129608;Ibiaí;0.7;;1.1;;2.4;2.404;;3.36
MG;3129657;Ibiracatu;;;;;;1.122;;2.101
MG;3129707;Ibiraci;2;;2.7;;3.7;3.75;;4.779
MG;3129806;Ibirité;1.8;;2.6;;3.6;3.614;;4.796
MG;3129905;Ibitiúra de Minas;2;;2.1;;3.5;3.402;;4.215
MG;3130002;Ibituruna;1.4;;2.5;;3.5;3.349;;4.565
MG;3130051;Icaraí de Minas;;;;;;1.828;;2.688
MG;3130101;Igarapé;1.2;;2.2;;3.6;3.708;;4.63
MG;3130200;Igaratinga;1.5;;2.5;;3.6;3.64;;4.434
MG;3130309;Iguatama;2;;3.1;;4.6;4.545;;5.329
MG;3130408;Ijaci;1.8;;2.6;;3.5;3.549;;4.5
MG;3130507;Ilicínea;1.6;;2.6;;3.5;3.522;;4.361
MG;3130556;Imbé de Minas;;;;;;2.119;;3.069
MG;3130606;Inconfidentes;1.5;;2.2;;3.7;3.63;;4.403
MG;3130655;Indaiabira;;;;;;0.753;;1.88
MG;3130705;Indianópolis;1.5;;2.6;;3.3;3.355;;4.491
MG;3130804;Ingaí;2.2;;2.2;;3.6;3.567;;4.643
MG;3130903;Inhapim;1.2;;1.7;;3;3.114;;4.024
MG;3131000;Inhaúma;1.9;;2.7;;3.5;3.484;;4.543
MG;3131109;Inimutaba;1.5;;2.2;;3.2;3.252;;4.026
MG;3131158;Ipaba;;;;;;2.571;;3.864
MG;3131208;Ipanema;1.2;;2.2;;3.1;3.217;;4.1
MG;3131307;Ipatinga;3.2;;4.2;;5.4;5.425;;6.49
MG;3131406;Ipiaçu;1.2;;2.3;;3.6;3.598;;4.484
MG;3131505;Ipuiúna;2;;2.2;;3.2;3.29;;4.176
MG;3131604;Iraí de Minas;1.3;;2.3;;3.8;3.949;;4.552
MG;3131703;Itabira;2.7;;3.6;;4.9;4.916;;5.85
MG;3131802;Itabirinha de Mantena;0.7;;1.1;;2.6;2.602;;3.433
MG;3131901;Itabirito;3;;3.9;;5;4.979;;5.789
MG;3132008;Itacambira;0.7;;1.5;;2.3;2.302;;3.025
MG;3132107;Itacarambi;0.5;;1.1;;1.9;2.366;;3.574
MG;3132206;Itaguara;1.8;;2.4;;3.7;3.691;;4.625
MG;3132305;Itaipé;0.3;;0.5;;1.5;1.53;;2.562
MG;3132404;Itajubá;3.7;;4.5;;6.2;6.181;;7.131
MG;3132503;Itamarandiba;0.5;;0.9;;2.1;2.16;;3.013
MG;3132602;Itamarati de Minas;1.6;;2.6;;3.4;3.497;;4.419
MG;3132701;Itambacuri;1;;1.9;;2.9;2.91;;3.798
MG;3132800;Itambé do Mato Dentro;0.6;;1.3;;2.1;2.082;;2.931
MG;3132909;Itamogi;1.9;;2.5;;3.6;3.581;;4.431
MG;3133006;Itamonte;2.3;;3.2;;4.2;4.163;;5.007
MG;3133105;Itanhandu;3.6;;4.1;;5.5;5.458;;6.075
MG;3133204;Itanhomi;1.1;;1.5;;2.5;2.615;;3.691
MG;3133303;Itaobim;0.9;;1.6;;2.8;2.803;;3.844
MG;3133402;Itapagipe;1.4;;2.6;;3.9;3.878;;5.01
MG;3133501;Itapecerica;1.7;;2.6;;4;4.029;;4.973
MG;3133600;Itapeva;1;;1.7;;3.3;3.382;;4.104
MG;3133709;Itatiaiuçu;1.5;;2.3;;3;2.992;;3.873
MG;3133758;Itaú de Minas;;;;;4.7;4.754;;6.117
MG;3133808;Itaúna;2.7;;4;;5.3;5.293;;6.077
MG;3133907;Itaverava;1.3;;1.8;;2.6;2.544;;3.185
MG;3134004;Itinga;0.7;;1;;1.8;1.89;;3.094
MG;3134103;Itueta;1.2;;1.6;;2.9;2.874;;3.607
MG;3134202;Ituiutaba;2.5;;3.6;;5;4.979;;5.758
MG;3134301;Itumirim;2.1;;2.7;;3.9;3.904;;5.039
MG;3134400;Iturama;1.1;;2.1;;3.5;4.263;;5.47
MG;3134509;Itutinga;2.4;;2.9;;4;4.052;;5.03
MG;3134608;Jaboticatubas;1.6;;2.2;;3.2;3.119;;4.032
MG;3134707;Jacinto;0.9;;1.3;;2.2;2.164;;2.925
MG;3134806;Jacuí;1.1;;2.5;;3.2;3.203;;4.261
MG;3134905;Jacutinga;1.9;;2.8;;4.2;4.243;;5.237
MG;3135001;Jaguaraçu;1.4;;2.4;;3.4;3.277;;4.222
MG;3135050;Jaíba;;;;;;2.011;;3.215
MG;3135076;Jampruca;;;;;;1.824;;2.894
MG;3135100;Janaúba;0.9;;2;;3.5;3.616;;4.563
MG;3135209;Januária;1.2;;1.6;;2.7;3.133;;4.348
MG;3135308;Japaraíba;1.2;;2;;3.7;3.877;;5.364
MG;3135357;Japonvar;;;;;;1.246;;2.25
MG;3135407;Jeceaba;1.8;;2.3;;2.9;2.983;;4.187
MG;3135456;Jenipapo de Minas;;;;;;1.452;;2.314
MG;3135506;Jequeri;0.9;;1.8;;2.6;2.6;;3.263
MG;3135605;Jequitaí;0.9;;1.4;;2.5;2.451;;3.458
MG;3135704;Jequitibá;2;;2;;2.7;2.758;;3.767
MG;3135803;Jequitinhonha;0.9;;1.5;;2.3;2.27;;3.316
MG;3135902;Jesuânia;1.6;;2.3;;3;2.989;;4.339
MG;3136009;Joaíma;0.7;;1;;1.7;1.945;;2.97
MG;3136108;Joanésia;0.8;;1.3;;2.2;2.12;;3.425
MG;3136207;João Monlevade;3.1;;4.5;;5.6;5.64;;6.379
MG;3136306;João Pinheiro;1.2;;2.1;;3.3;3.345;;4.493
MG;3136405;Joaquim Felício;1.4;;2.1;;2.4;2.524;;3.849
MG;3136504;Jordânia;0.7;;1.1;;2.4;2.377;;3.258
MG;3136520;José Gonçalves de Minas;;;;;;1.45;;2.319
MG;3136553;José Raydan;;;;;;1.553;;2.446
MG;3136579;Josenópolis;;;;;;1.073;;1.783
MG;3136603;Nova União;1;;1.6;;2.8;2.888;;3.759
MG;3136652;Juatuba;;;;;;3.57;;5.05
MG;3136702;Juiz de Fora;4.1;;5.2;;6.6;6.559;;7.385
MG;3136801;Juramento;1.1;;1.5;;2.5;2.55;;3.985
MG;3136900;Juruaia;1.5;;2.4;;3.2;3.221;;4.217
MG;3136959;Juvenília;;;;;;1.56;;2.987
MG;3137007;Ladainha;0.5;;0.6;;1.6;1.574;;2.289
MG;3137106;Lagamar;1.2;;2.2;;3.4;3.484;;4.803
MG;3137205;Lagoa da Prata;1.9;;3.2;;4.6;4.609;;5.258
MG;3137304;Lagoa dos Patos;1;;1.2;;2.1;1.954;;3.319
MG;3137403;Lagoa Dourada;1.7;;2.6;;3.4;3.411;;4.235
MG;3137502;Lagoa Formosa;1.4;;2.2;;3.3;3.326;;4.42
MG;3137536;Lagoa Grande;;;;;;3.073;;4.318
MG;3137601;Lagoa Santa;2.5;;3.7;;5.2;5.294;;6.445
MG;3137700;Lajinha;1.5;;2.4;;3.2;3.234;;4.044
MG;3137809;Lambari;2.7;;3.3;;4.3;4.323;;5.435
MG;3137908;Lamim;1.4;;1.9;;2.9;2.901;;3.686
MG;3138005;Laranjal;1.8;;2.5;;3.9;3.758;;4.527
MG;3138104;Lassance;1.2;;1.7;;2.9;2.882;;3.784
MG;3138203;Lavras;3.1;;4.4;;5.9;5.889;;6.655
MG;3138302;Leandro Ferreira;1.6;;2.2;;3.5;3.416;;4.428
MG;3138351;Leme do Prado;;;;;;2.178;;3.293
MG;3138401;Leopoldina;2.7;;3.5;;4.5;4.484;;5.505
MG;3138500;Liberdade;1.4;;1.7;;3.2;3.123;;4.01
MG;3138609;Lima Duarte;1.7;;2.6;;3.6;3.567;;4.686
MG;3138625;Limeira do Oeste;;;;;;2.643;;3.999
MG;3138658;Lontra;;;;;;1.525;;3.002
MG;3138674;Luisburgo;;;;;;2.182;;2.998
MG;3138682;Luislândia;;;;;;1.55;;2.734
MG;3138708;Luminárias;1.9;;2.5;;3.2;3.447;;4.502
MG;3138807;Luz;2.1;;3;;4.4;4.426;;5.508
MG;3138906;Machacalis;0.9;;1.3;;2.4;2.309;;3.238
MG;3139003;Machado;2.5;;3.4;;4.6;4.571;;5.587
MG;3139102;Madre de Deus de Minas;1.4;;2.8;;4.4;4.199;;5.048
MG;3139201;Malacacheta;0.6;;0.9;;1.8;2.286;;3.372
MG;3139250;Mamonas;;;;;;1.256;;1.99
MG;3139300;Manga;0.9;;1.1;;2.1;2.773;;3.353
MG;3139409;Manhuaçu;1.8;;2.8;;3.8;4.147;;5.044
MG;3139508;Manhumirim;1.9;;2.6;;3.8;4.225;;4.853
MG;3139607;Mantena;1.1;;2;;3;3.394;;4.205
MG;3139706;Maravilhas;1.6;;2.3;;3.8;3.707;;4.769
MG;3139805;Mar de Espanha;2.1;;3;;4.1;4.119;;5.105
MG;3139904;Maria da Fé;2;;2.9;;3.7;3.689;;4.472
MG;3140001;Mariana;2.4;;3.3;;4.7;4.714;;5.626
MG;3140100;Marilac;0.8;;1.3;;2.2;2.314;;3.382
MG;3140159;Mário Campos;;;;;;3.213;;4.34
MG;3140209;Maripá de Minas;1.9;;2.2;;3.3;3.62;;4.786
MG;3140308;Marliéria;1.6;;2;;3;2.992;;4.182
MG;3140407;Marmelópolis;1.2;;2.1;;3.2;3.211;;3.997
MG;3140506;Martinho Campos;1.6;;2.5;;3.6;3.663;;4.697
MG;3140530;Martins Soares;;;;;;2.871;;3.609
MG;3140555;Mata Verde;;;;;;1.43;;2.394
MG;3140605;Materlândia;0.7;;1;;2.4;2.225;;3.134
MG;3140704;Mateus Leme;1.8;;2.8;;3.9;4.087;;5.161
MG;3140803;Matias Barbosa;2.7;;3.3;;4.3;4.283;;5.379
MG;3140852;Matias Cardoso;;;;;;1.475;;2.6
MG;3140902;Matipó;1.4;;2.2;;2.7;2.724;;3.822
MG;3141009;Mato Verde;0.9;;1.3;;2.2;2.434;;3.423
MG;3141108;Matozinhos;2.6;;3.4;;4.6;4.55;;5.739
MG;3141207;Matutina;1.5;;2.6;;3.8;3.774;;4.432
MG;3141306;Medeiros;1.2;;2.8;;3.9;3.99;;4.849
MG;3141405;Medina;0.9;;1.4;;2.2;2.221;;3.186
MG;3141504;Mendes Pimentel;0.5;;1.1;;1.9;2.129;;2.942
MG;3141603;Mercês;1.6;;2.2;;3;2.963;;4.063
MG;3141702;Mesquita;1.1;;1.6;;2.9;2.352;;3.487
MG;3141801;Minas Novas;0.5;;0.8;;1.8;1.656;;2.454
MG;3141900;Minduri;2.6;;3.8;;4;4.032;;4.886
MG;3142007;Mirabela;0.7;;1.5;;2.3;2.679;;3.742
MG;3142106;Miradouro;1.4;;1.8;;2.8;2.86;;3.834
MG;3142205;Miraí;1.8;;2.5;;3.4;3.621;;4.387
MG;3142254;Miravânia;;;;;;1.213;;2.466
MG;3142304;Moeda;2.1;;2.2;;3.2;3.246;;4.277
MG;3142403;Moema;2;;3.3;;4.7;4.51;;5.163
MG;3142502;Monjolos;1.4;;1.8;;2.7;2.659;;3.862
MG;3142601;Monsenhor Paulo;1.8;;2.7;;4;3.916;;4.87
MG;3142700;Montalvânia;0.7;;1.4;;2.7;2.674;;3.291
MG;3142809;Monte Alegre de Minas;1.9;;2.6;;3.8;3.798;;4.512
MG;3142908;Monte Azul;0.4;;1.1;;2.2;2.361;;3.272
MG;3143005;Monte Belo;1.3;;2;;3.1;3.091;;4.203
MG;3143104;Monte Carmelo;2.2;;3.1;;4.4;4.399;;5.127
MG;3143153;Monte Formoso;;;;;;1.084;;2.143
